chrY	9900000	10000000	chrY	13400000	13500000	0.236812285173
chrY	9900000	10000000	chrY	59000000	59100000	0.773360718695
chrY	10000000	10100000	chrY	13100000	13200000	0.389941668103
chrY	10000000	10100000	chrY	13400000	13500000	0.130015161281
chrY	10000000	10100000	chrY	13700000	13800000	0.353495010015
chrY	10000000	10100000	chrY	43800000	43900000	0.0153467427211
chrY	10000000	10100000	chrY	59000000	59100000	0.141530690291
chrY	13100000	13200000	chrY	43800000	43900000	0.570795088557
chrY	13400000	13500000	chrY	13700000	13800000	0.365309032439
chrY	13400000	13500000	chrY	43800000	43900000	0.190315684545
chrY	13400000	13500000	chrY	59000000	59100000	0.0731303668591
chrY	13700000	13800000	chrY	43800000	43900000	0.258722306503
